agency_name,broker_id,score,property_fee,house_count,building_count,floor,price,rent_type,pay_type,direction,room_type,is_broker,floor_total,complete_time,hall_num,room_num,area,toilet_num, 公交, 医院, 地铁, 学校, 旅游景点, 美食, 购物, 酒店, 银行,distance1000,distance1500,distance2000,distance500,crawl_time,decoration,district,zone,facilities
我爱我家,fang_482934,32.05,,96,1,低,5200,整租,(押一付年),东西,,1,6,1990,1,2,75,1,20,20,7,20,20,20,20,20,20,108,140,88,34,2018/4/6 13:00,中,海淀,五棵松,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
安馨建业,fang_554681,29.17,,1076,13,中,1850,合租,押零付一,东,次,1,18,1990,1,3,18,1,20,20,9,20,20,20,20,20,20,109,75,150,51,2018/4/6 18:00,中,海淀,四季青,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,21.94,,74,2,低,1400,合租,押零付年,南,次,1,6,,0,3,15,1,20,13,,20,20,20,20,16,20,141,54,46,110,2018/4/6 23:00,中,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中恒地产,fang_1563582,29.43,,524,3,中,6100,整租,押零付一,南,,1,20,,1,1,52,1,20,20,9,20,20,20,20,20,20,92,84,120,87,2018/4/7 4:00,中,海淀,苏州街,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,67.51,,664,6,,5300,整租,押一付半年peizhi[],南北,,0,5,1978,1,2,85,1,,20,18,20,20,20,20,20,20,63,28,47,45,2018/4/7 9:00,精,海淀,西三旗,床
链家地产,fang_2165852,39.59,,108,1,中,5500,整租,押三付四,东南,,1,17,,1,1,66,1,20,20,12,20,20,20,20,20,20,81,52,96,68,2018/4/7 14:00,中,海淀,四季青,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2066323,44.89,,72,1,中,14500,整租,押二付半年,南北,,1,23,1994,1,3,180,2,20,20,4,20,18,20,20,20,20,113,56,115,56,2018/4/7 19:00,精,海淀,北太平庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
,,27.21,,114,2,,1600,整租,押零付三,南,,0,2,1985,1,1,22,1,20,20,5,20,20,20,20,20,20,113,101,62,66,2018/4/8 0:00,精,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,27.92,,1386,9,,1300,整租,押零付一,南,,1,3,2004,0,1,20,1,20,20,12,20,20,20,20,20,20,144,112,73,76,2018/4/8 5:00,精,海淀,西三旗,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2122070,25.32,,4829,15,低,6000,整租,押零付一,东西,,1,10,2012,1,2,61,1,20,20,8,20,20,20,20,20,20,143,69,60,63,2018/4/8 10:00,豪,海淀,白石桥,电视|空调|热水器|洗衣机|冰箱|床|衣柜|暖气|宽带网|可做饭|独立卫生间
链家地产,fang_2138774,70.7,,0,0,,5420,整租,面议,东,,1,5,,1,2,60,1,20,20,7,20,20,20,20,20,20,96,160,171,19,2018/4/8 15:00,精,海淀,航天桥,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中天置地,fang_2096433,42.39,,600,8,中,1000,合租,押零付一,南,隔断,1,6,1993,1,3,10,1,20,18,6,20,20,20,20,20,20,96,160,46,40,2018/4/8 20:00,精,海淀,人民大学,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
,,33.97,,267,3,,2200,整租,押零付年,南北,,0,2,1995,0,1,25,1,20,20,13,20,20,20,20,20,20,108,72,76,81,2018/4/9 1:00,中,海淀,四季青,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,30.95,,180,2,中,4900,整租,不限,东南,,1,6,,1,1,55,1,20,20,5,20,20,20,20,20,20,172,107,87,24,2018/4/9 6:00,中,海淀,五道口,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
鹏基伟业房地产,fang_2180518,29.23,,3299,40,低,1500,合租,押一付三,南,次,1,6,1992,2,3,18,1,20,20,11,20,20,20,20,20,20,107,112,115,45,2018/4/9 11:00,精,海淀,五道口,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
爱屋吉屋,fang_2183454,41.59,,395,3,低,5000,整租,押一付三,南北,,1,28,2003,1,2,90,1,20,20,3,20,20,20,20,20,20,122,139,27,53,2018/4/9 16:00,精,海淀,西三旗,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
博创嘉业,fang_2117305,27.88,,252,3,高,1450,合租,押一付三,南,隔断,1,32,1990,1,3,12,2,20,20,12,20,20,20,20,20,20,85,77,82,80,2018/4/9 21:00,中,海淀,清河,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1880418,25.76,,4,1,中,5500,整租,押一付年,南北,,1,6,,2,3,98,1,20,20,2,20,20,20,20,20,20,110,99,29,67,2018/4/10 2:00,中,海淀,西二旗,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,34.98,,1269,4,低,5800,整租,押零付半年,南北,,1,6,,1,2,70,1,20,20,5,20,20,20,20,20,20,129,98,51,59,2018/4/10 7:00,中,海淀,五道口,电视|空调|热水器|冰箱|床|沙发|衣柜|暖气|可做饭|阳台|独立卫生间
中润置家,fang_2233735,26.36,,1620,13,中,1400,合租,押零付半年,南,主,1,15,2005,1,3,25,1,20,20,10,20,20,20,20,20,20,71,108,110,94,2018/4/10 12:00,精,海淀,温泉,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中润置家,fang_2236796,56.1,,48,1,中,1600,合租,押零付一,南,次,1,12,,1,3,20,1,20,20,11,20,20,20,20,20,20,87,87,101,67,2018/4/10 17:00,精,海淀,四季青,热水器|暖气|可做饭|阳台|独立卫生间
鹏辉地产,fang_2112214,50.69,,919,7,高,1300,合租,押一付半年,南,次,1,27,2006,1,4,13,1,20,20,6,20,20,20,20,20,20,184,87,44,22,2018/4/10 22:00,中,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
金路达,fang_2196089,30.52,,176,2,,2200,整租,押零付年,南北,,1,4,1990,1,1,25,1,20,20,15,20,20,20,20,20,20,114,69,79,85,2018/4/11 3:00,中,海淀,四季青,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
希望置地,fang_2197597,50,,1960,10,中,4400,整租,押零付一,南,,1,10,,1,2,62,1,20,20,6,20,20,20,20,20,20,57,71,70,120,2018/4/11 8:00,精,海淀,田村,床
鹏基伟业房地产,fang_2011854,34.05,,216,3,中,2500,合租,押零付一,南,次,1,6,1980,1,3,28,1,20,20,5,20,20,20,20,20,20,110,82,95,56,2018/4/11 13:00,精,海淀,人民大学,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
安馨建业,fang_554681,57.23,,150,3,高,1700,合租,押零付半年,南,次,1,6,1992,1,3,20,1,20,20,7,20,19,20,20,20,20,97,79,72,54,2018/4/11 18:00,中,海淀,四季青,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
千万家地产,fang_2186986,36.54,,208,3,中,2600,合租,押零付三,南,主,1,6,1990,1,3,28,1,20,20,4,20,20,20,20,20,20,92,99,65,128,2018/4/11 23:00,中,海淀,蓟门桥,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2228281,8.13,,132,1,高,5000,整租,押零付三,南,,1,6,2011,1,1,43,1,20,20,12,20,20,20,20,20,20,124,76,42,55,2018/4/12 4:00,精,海淀,二里庄,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网|可做饭
我爱我家,fang_2227006,64.18,,126,3,高,15600,整租,押零付三,东南,,1,19,1995,2,3,150,2,20,6,,20,11,20,20,6,20,55,35,56,91,2018/4/12 9:00,简,海淀,五道口,空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
我爱我家,fang_2138329,9.3,,396,5,高,5300,整租,押零付一,西,,1,19,1988,1,1,48,1,20,20,9,20,20,20,20,20,20,140,105,86,48,2018/4/12 14:00,精,海淀,定慧寺,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
鹏基伟业房地产,fang_2185114,54.16,,289,1,中,1500,合租,,南,次,1,6,,1,3,18,1,20,20,13,20,20,20,20,20,20,127,83,40,71,2018/4/12 19:00,中,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中润置家,fang_2233815,13.96,,449,6,中,2300,合租,,南,主,1,15,1980,1,3,30,1,20,20,7,20,20,20,20,20,20,86,119,69,49,2018/4/13 0:00,中,海淀,四季青,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立卫生间
我爱我家,fang_1966267,32.05,,240,1,中,4400,整租,,南,,1,12,,1,1,52,1,20,20,14,20,20,20,20,20,20,111,80,79,60,2018/4/13 5:00,精,海淀,公主坟,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
鹏基伟业房地产,fang_2185204,25.11,,315,8,中,1666,合租,,南,次,1,6,1990,1,3,18,1,20,20,4,20,20,20,20,20,20,50,130,86,21,2018/4/13 10:00,简,海淀,人民大学,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,21.67,,61,3,低,6500,整租,,南北,,1,6,1999,1,2,65,1,20,20,12,20,20,20,20,20,20,108,130,45,54,2018/4/13 15:00,精,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,37.5,,1800,6,中,2300,合租,,南,次,1,6,,1,3,25,1,20,20,4,20,20,20,20,20,20,71,83,114,82,2018/4/13 20:00,精,海淀,北大清华,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
纳什空间,fang_2221645,9.3,,180,3,高,9000,整租,,西南,,1,22,2000,1,3,130,1,20,20,6,20,16,20,20,20,20,88,128,81,31,2018/4/14 1:00,中,海淀,五棵松,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|阳台|独立卫生间
中润置家,fang_2240026,9.55,,6,1,低,1800,合租,,南,主,1,15,,1,3,20,1,20,20,10,20,20,20,20,20,20,106,77,40,90,2018/4/14 6:00,中,海淀,四季青,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
