,id,crawl_time,district,zone,rent_type,room_type,price,area,room_num,hall_num,toilet_num,floor,floor_total,direction,decoration,facilities,pay_type,is_broker,agency_name,subway,bus
241,5a25ac8b9d3e6117d02489fc,2017/12/5 4:14,丰台,北大地,整租,NULL,4700,70,2,1,1,,1,南,简,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,NULL,1,我爱我家,NULL,NULL
242,59347c665f8f7928ec4b1d87,2017/6/5 5:32,通州,其他,整租,NULL,2200,48,2,1,1,高,28,南,简,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|阳台|独立卫生间,押二付三,1,NULL,NULL,NULL
243,5ab687e073235e3648f048cd,2018/3/25 1:16,朝阳,建外大街,整租,NULL,5800,65,2,1,1,中,6,南,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付三,1,中恒建业,NULL,NULL
244,5a387c0c9d3e612b21f48540,2017/12/19 10:40,昌平,回龙观,合租,NULL,1700,22,3,1,1,低,6,南,简,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭,押一付一,1,一铭公寓,NULL,NULL
245,5a3fdc4598e1b80392339547,2017/12/25 0:56,房山,良乡,整租,NULL,2800,91,2,1,1,低,17,南北,精,电视|空调|热水器|洗衣机|冰箱|床|衣柜|暖气|宽带网,押一付三,1,华熙房产,NULL,NULL
246,5a1dbfd9d4d5902ef29c76c3,2017/11/29 3:58,东城,和平里,合租,NULL,6200,102,3,1,1,高,22,南,精,空调|热水器|洗衣机|冰箱|床|衣柜|暖气|宽带网|可做饭|独卫,押一付一,1,蛋壳公寓,NULL,NULL
247,594f9438ff99043b1f07891f,2017/6/25 18:45,通州,潞城,整租,NULL,2500,63,1,1,1,中,18,南,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|阳台|独立卫生间,NULL,0,NULL,NULL,NULL
248,599773d05f8f790acd984dfd,2017/8/19 7:10,海淀,西北旺,合租,NULL,1300,16,3,1,1,中,6,南,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独卫,NULL,1,中润置家,NULL,NULL
249,594e461dff99043b1f05fe59,2017/6/24 18:59,东城,雍和宫,整租,NULL,1860,18,1,1,1,高,22,南,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间,押一付一,1,蛋壳公寓,NULL,NULL
250,5adf821a73235e2a208f37c5,2018/4/25 3:14,昌平,回龙观,整租,NULL,900,96,2,1,1,中,9,南,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付一,0,NULL,NULL,NULL
